#{"t_start": 1695644104.102744, "env_id": "CartPole-v1"}
r,l,t 
10.0,10,207.236389
10.0,10,207.263391
9.0,9,207.288389
9.0,9,207.314389
9.0,9,207.338389
8.0,8,207.36139
9.0,9,207.385389
8.0,8,207.409391
9.0,9,207.434389
10.0,10,207.461391
8.0,8,207.48239
8.0,8,207.503389
9.0,9,207.527389
9.0,9,207.551392
9.0,9,207.57539
10.0,10,207.601392
9.0,9,207.625389
9.0,9,207.65039
9.0,9,207.67439
10.0,10,207.701391
9.0,9,207.72639
8.0,8,207.747389
8.0,8,207.768389
10.0,10,207.795389
10.0,10,207.821391
10.0,10,207.848389
9.0,9,207.872391
9.0,9,207.897391
9.0,9,207.92239
9.0,9,207.946389
9.0,9,207.970389
10.0,10,207.996389
9.0,9,208.02039
10.0,10,208.07139
10.0,10,208.098392
10.0,10,208.127389
8.0,8,208.14939
10.0,10,208.177389
9.0,9,208.20339
9.0,9,208.227391
10.0,10,208.254389
10.0,10,208.281392
10.0,10,208.310389
9.0,9,208.33639
10.0,10,208.36539
9.0,9,208.39039
10.0,10,208.417389
8.0,8,208.438389
11.0,11,208.46839
8.0,8,208.489389
10.0,10,208.51439
10.0,10,208.541391
10.0,10,208.568389
10.0,10,208.59539
9.0,9,208.619389
10.0,10,208.646389
8.0,8,208.668389
10.0,10,208.693389
10.0,10,208.720389
10.0,10,208.746389
8.0,8,208.769389
10.0,10,208.797392
10.0,10,208.825389
10.0,10,208.85339
8.0,8,208.87639
10.0,10,208.903389
9.0,9,208.927389
10.0,10,208.953391
9.0,9,208.978389
10.0,10,209.00639
8.0,8,209.028389
8.0,8,209.049389
10.0,10,209.07739
10.0,10,209.106389
10.0,10,209.133389
10.0,10,209.16039
10.0,10,209.186389
8.0,8,209.20739
10.0,10,209.235392
9.0,9,209.261392
9.0,9,209.28639
10.0,10,209.313389
10.0,10,209.34039
9.0,9,209.365389
10.0,10,209.39239
10.0,10,209.419391
10.0,10,209.44639
9.0,9,209.47039
9.0,9,209.497389
9.0,9,209.52139
9.0,9,209.546389
10.0,10,209.573389
9.0,9,209.59639
10.0,10,209.623389
9.0,9,209.647391
9.0,9,209.67239
11.0,11,209.703389
10.0,10,209.731392
8.0,8,209.756389
8.0,8,209.778391
9.0,9,209.80239
10.0,10,209.829389
10.0,10,209.855389
8.0,8,209.877389
9.0,9,209.903389
10.0,10,209.93139
10.0,10,209.959389
9.0,9,209.98439
9.0,9,210.009389
9.0,9,210.03339
9.0,9,210.057389
8.0,8,210.07939
9.0,9,210.103389
10.0,10,210.131391
9.0,9,210.15539
10.0,10,210.18339
9.0,9,210.20939
9.0,9,210.233389
9.0,9,210.258389
10.0,10,210.285389
10.0,10,210.31239
10.0,10,210.339389
11.0,11,210.37039
10.0,10,210.40139
9.0,9,210.42739
10.0,10,210.453389
9.0,9,210.478389
10.0,10,210.504389
10.0,10,210.531389
10.0,10,210.558389
10.0,10,210.584389
8.0,8,210.605389
11.0,11,210.63439
10.0,10,210.66139
9.0,9,210.68639
8.0,8,210.713392
9.0,9,210.742391
10.0,10,210.768389
9.0,9,210.79239
9.0,9,210.842389
8.0,8,210.863389
11.0,11,210.893389
9.0,9,210.916389
10.0,10,210.944389
8.0,8,210.965389
9.0,9,210.988389
8.0,8,211.009389
10.0,10,211.036389
9.0,9,211.06039
8.0,8,211.08239
10.0,10,211.10939
9.0,9,211.133389
11.0,11,211.16239
8.0,8,211.185392
10.0,10,211.212389
9.0,9,211.235389
10.0,10,211.261392
9.0,9,211.285391
9.0,9,211.310389
8.0,8,211.332391
10.0,10,211.35939
9.0,9,211.38439
9.0,9,211.409389
11.0,11,211.439389
8.0,8,211.460391
9.0,9,211.485389
10.0,10,211.511391
10.0,10,211.539389
10.0,10,211.567389
9.0,9,211.591394
10.0,10,211.618389
9.0,9,211.64339
10.0,10,211.669389
9.0,9,211.694389
9.0,9,211.719389
11.0,11,211.748389
10.0,10,211.775392
8.0,8,211.798389
9.0,9,211.82239
9.0,9,211.84639
9.0,9,211.871392
9.0,9,211.894389
9.0,9,211.91839
9.0,9,211.94239
8.0,8,211.96439
10.0,10,211.991391
10.0,10,212.018389
9.0,9,212.043389
9.0,9,212.068389
10.0,10,212.094391
10.0,10,212.120389
10.0,10,212.147391
10.0,10,212.174391
10.0,10,212.202389
9.0,9,212.22839
8.0,8,212.250389
9.0,9,212.27539
8.0,8,212.297389
10.0,10,212.324391
9.0,9,212.350391
9.0,9,212.379396
8.0,8,212.40139
10.0,10,212.42839
11.0,11,212.458391
11.0,11,212.490391
10.0,10,212.519389
9.0,9,212.54339
9.0,9,212.568389
9.0,9,212.59239
10.0,10,212.61839
8.0,8,212.64039
10.0,10,212.669389
10.0,10,212.69739
9.0,9,212.723389
9.0,9,212.749389
9.0,9,212.77539
11.0,11,212.80439
9.0,9,212.82939
9.0,9,212.85439
10.0,10,212.880389
10.0,10,212.909389
9.0,9,212.935391
9.0,9,212.959389
9.0,9,212.986391
8.0,8,213.009389
8.0,8,213.030391
8.0,8,213.052391
10.0,10,213.07939
10.0,10,213.106391
9.0,9,213.131391
9.0,9,213.157389
9.0,9,213.182389
9.0,9,213.207389
11.0,11,213.238389
8.0,8,213.260391
8.0,8,213.283389
10.0,10,213.30939
9.0,9,213.333389
8.0,8,213.35639
8.0,8,213.378391
10.0,10,213.405389
8.0,8,213.42839
10.0,10,213.456389
10.0,10,213.48339
8.0,8,213.505389
9.0,9,213.529389
9.0,9,213.553389
10.0,10,213.605389
10.0,10,213.634389
10.0,10,213.661391
10.0,10,213.68839
9.0,9,213.71239
10.0,10,213.73939
10.0,10,213.766389
9.0,9,213.791392
10.0,10,213.818389
9.0,9,213.84339
10.0,10,213.87239
9.0,9,213.897389
8.0,8,213.91939
10.0,10,213.94639
10.0,10,213.972391
10.0,10,213.998389
10.0,10,214.02639
8.0,8,214.048389
10.0,10,214.077389
10.0,10,214.104391
9.0,9,214.128389
9.0,9,214.154389
10.0,10,214.181391
10.0,10,214.207389
9.0,9,214.23139
10.0,10,214.259391
9.0,9,214.285389
10.0,10,214.31339
10.0,10,214.341391
10.0,10,214.36839
10.0,10,214.395389
8.0,8,214.418389
9.0,9,214.442389
9.0,9,214.466389
9.0,9,214.49139
9.0,9,214.517391
8.0,8,214.539389
10.0,10,214.56839
9.0,9,214.59239
8.0,8,214.61439
9.0,9,214.638389
10.0,10,214.666389
9.0,9,214.689388
11.0,11,214.723391
9.0,9,214.74939
9.0,9,214.77439
9.0,9,214.802391
9.0,9,214.82639
9.0,9,214.851392
10.0,10,214.87939
9.0,9,214.904389
10.0,10,214.93439
9.0,9,214.959389
9.0,9,214.987391
9.0,9,215.012391
9.0,9,215.03739
9.0,9,215.06239
9.0,9,215.08639
10.0,10,215.11439
9.0,9,215.138389
11.0,11,215.168391
9.0,9,215.19439
8.0,8,215.22139
9.0,9,215.246391
10.0,10,215.273389
10.0,10,215.299389
9.0,9,215.324389
10.0,10,215.349389
10.0,10,215.37639
9.0,9,215.400389
9.0,9,215.426389
8.0,8,215.449389
10.0,10,215.477389
9.0,9,215.501391
9.0,9,215.525389
9.0,9,215.549389
8.0,8,215.571391
8.0,8,215.59239
10.0,10,215.618389
10.0,10,215.64539
9.0,9,215.66939
8.0,8,215.692389
8.0,8,215.713389
9.0,9,215.738389
9.0,9,215.76239
10.0,10,215.789391
9.0,9,215.81339
9.0,9,215.837389
8.0,8,215.858389
10.0,10,215.884389
10.0,10,215.91139
10.0,10,215.939389
9.0,9,215.96439
8.0,8,215.98539
9.0,9,216.00939
9.0,9,216.03339
9.0,9,216.05739
9.0,9,216.08139
9.0,9,216.10639
10.0,10,216.13239
9.0,9,216.157389
8.0,8,216.179389
10.0,10,216.206389
10.0,10,216.23339
10.0,10,216.260392
10.0,10,216.28639
9.0,9,216.311392
10.0,10,216.365389
10.0,10,216.393389
8.0,8,216.414389
9.0,9,216.439389
9.0,9,216.463389
10.0,10,216.490389
9.0,9,216.51339
10.0,10,216.541391
10.0,10,216.56939
10.0,10,216.599391
8.0,8,216.622391
8.0,8,216.64639
10.0,10,216.67639
9.0,9,216.701392
10.0,10,216.72939
9.0,9,216.75439
9.0,9,216.779392
9.0,9,216.803389
9.0,9,216.829391
10.0,10,216.858389
9.0,9,216.883389
10.0,10,216.910391
10.0,10,216.93739
10.0,10,216.966391
10.0,10,216.996389
9.0,9,217.021391
10.0,10,217.048389
10.0,10,217.07639
10.0,10,217.104389
10.0,10,217.132391
10.0,10,217.159389
10.0,10,217.18639
10.0,10,217.21439
9.0,9,217.24039
9.0,9,217.266391
9.0,9,217.291392
10.0,10,217.320391
8.0,8,217.342391
9.0,9,217.36739
10.0,10,217.39539
11.0,11,217.425389
8.0,8,217.446389
10.0,10,217.474389
10.0,10,217.501392
9.0,9,217.52739
10.0,10,217.554389
10.0,10,217.58239
10.0,10,217.60939
9.0,9,217.633389
9.0,9,217.65739
10.0,10,217.686391
8.0,8,217.708389
10.0,10,217.735389
10.0,10,217.776391
9.0,9,217.80639
9.0,9,217.83739
10.0,10,217.884988
8.0,8,217.911989
9.0,9,217.941988
10.0,10,217.975987
9.0,9,218.009986
10.0,10,218.041987
11.0,11,218.078987
9.0,9,218.107988
10.0,10,218.137987
9.0,9,218.162987
9.0,9,218.190988
9.0,9,218.216986
10.0,10,218.245987
9.0,9,218.276988
11.0,11,218.310987
10.0,10,218.339987
8.0,8,218.361986
9.0,9,218.385986
9.0,9,218.435988
8.0,8,218.460987
10.0,10,218.491987
9.0,9,218.517987
9.0,9,218.542986
9.0,9,218.567987
10.0,10,218.594987
10.0,10,218.620989
9.0,9,218.643986
8.0,8,218.665986
10.0,10,218.692988
9.0,9,218.717988
10.0,10,218.748988
9.0,9,218.777987
9.0,9,218.803988
10.0,10,218.834986
9.0,9,218.859987
11.0,11,218.889987
10.0,10,218.916987
10.0,10,218.942986
10.0,10,218.971987
9.0,9,218.996987
8.0,8,219.018986
9.0,9,219.041987
10.0,10,219.068987
10.0,10,219.095987
10.0,10,219.123987
8.0,8,219.145987
9.0,9,219.170988
9.0,9,219.195987
8.0,8,219.217987
9.0,9,219.242987
11.0,11,219.295986
10.0,10,219.326989
9.0,9,219.351987
9.0,9,219.377987
11.0,11,219.408987
10.0,10,219.436987
9.0,9,219.460989
9.0,9,219.484987
9.0,9,219.509988
9.0,9,219.533988
9.0,9,219.557987
9.0,9,219.584988
9.0,9,219.609988
10.0,10,219.637987
9.0,9,219.666988
10.0,10,219.692987
8.0,8,219.713987
9.0,9,219.738986
9.0,9,219.763987
9.0,9,219.788987
9.0,9,219.812987
10.0,10,219.841987
9.0,9,219.867987
9.0,9,219.892987
9.0,9,219.917987
8.0,8,219.938987
9.0,9,219.962986
10.0,10,219.988987
8.0,8,220.010988
10.0,10,220.03899
11.0,11,220.068987
9.0,9,220.093987
9.0,9,220.118988
9.0,9,220.143987
10.0,10,220.170988
10.0,10,220.197987
9.0,9,220.221987
10.0,10,220.249987
10.0,10,220.277987
9.0,9,220.302987
9.0,9,220.327986
10.0,10,220.354987
10.0,10,220.380989
9.0,9,220.406991
10.0,10,220.433988
10.0,10,220.461987
10.0,10,220.490989
9.0,9,220.518989
9.0,9,220.543988
10.0,10,220.569987
10.0,10,220.596987
10.0,10,220.623987
8.0,8,220.644987
9.0,9,220.669986
10.0,10,220.697987
10.0,10,220.723987
9.0,9,220.748987
10.0,10,220.78099
10.0,10,220.812989
9.0,9,220.837986
9.0,9,220.861988
11.0,11,220.890987
10.0,10,220.918987
10.0,10,220.946986
10.0,10,220.973988
9.0,9,220.997987
10.0,10,221.023987
10.0,10,221.049986
8.0,8,221.071986
10.0,10,221.097986
8.0,8,221.120989
9.0,9,221.147988
9.0,9,221.172988
9.0,9,221.198987
10.0,10,221.226988
8.0,8,221.247987
10.0,10,221.274987
9.0,9,221.298987
9.0,9,221.323988
9.0,9,221.350986
9.0,9,221.376985
10.0,10,221.408987
9.0,9,221.437987
10.0,10,221.468988
10.0,10,221.498988
10.0,10,221.529989
10.0,10,221.560988
9.0,9,221.587992
10.0,10,221.61899
10.0,10,221.647988
11.0,11,221.678988
10.0,10,221.706989
9.0,9,221.730988
8.0,8,221.754987
9.0,9,221.779987
10.0,10,221.807987
9.0,9,221.834986
8.0,8,221.856988
10.0,10,221.884988
9.0,9,221.908987
10.0,10,221.935987
9.0,9,221.960989
8.0,8,221.985987
8.0,8,222.009988
10.0,10,222.037987
8.0,8,222.059987
9.0,9,222.084987
10.0,10,222.137987
9.0,9,222.163987
9.0,9,222.188989
10.0,10,222.215988
10.0,10,222.244987
8.0,8,222.266986
9.0,9,222.291987
9.0,9,222.316986
10.0,10,222.343986
8.0,8,222.365989
9.0,9,222.390987
9.0,9,222.417987
9.0,9,222.441987
8.0,8,222.464987
9.0,9,222.488987
9.0,9,222.512987
9.0,9,222.536987
10.0,10,222.562986
9.0,9,222.585987
9.0,9,222.610989
8.0,8,222.631987
9.0,9,222.657987
10.0,10,222.683986
9.0,9,222.707987
10.0,10,222.734987
10.0,10,222.760988
10.0,10,222.787987
9.0,9,222.811987
9.0,9,222.835987
10.0,10,222.862987
8.0,8,222.883987
9.0,9,222.909987
10.0,10,222.935986
8.0,8,222.957987
8.0,8,222.979986
10.0,10,223.005986
8.0,8,223.027987
9.0,9,223.051987
10.0,10,223.077987
10.0,10,223.105986
11.0,11,223.134987
10.0,10,223.161987
8.0,8,223.182986
10.0,10,223.208988
9.0,9,223.231987
10.0,10,223.258987
10.0,10,223.286989
10.0,10,223.313986
9.0,9,223.337987
10.0,10,223.363987
10.0,10,223.390987
10.0,10,223.417987
9.0,9,223.441988
10.0,10,223.467986
10.0,10,223.494986
10.0,10,223.520989
10.0,10,223.548987
10.0,10,223.575986
9.0,9,223.599987
10.0,10,223.626987
9.0,9,223.650988
9.0,9,223.674987
9.0,9,223.698986
9.0,9,223.722987
10.0,10,223.749986
9.0,9,223.773987
9.0,9,223.798988
9.0,9,223.823987
9.0,9,223.847987
10.0,10,223.873986
9.0,9,223.897986
9.0,9,223.921987
10.0,10,223.948987
10.0,10,223.975986
8.0,8,223.996987
10.0,10,224.024987
10.0,10,224.051987
9.0,9,224.074987
9.0,9,224.098987
8.0,8,224.119987
10.0,10,224.145986
8.0,8,224.167987
9.0,9,224.192989
9.0,9,224.216987
9.0,9,224.241987
10.0,10,224.269987
9.0,9,224.294987
9.0,9,224.318987
10.0,10,224.345987
10.0,10,224.373987
10.0,10,224.401985
10.0,10,224.431987
10.0,10,224.457989
9.0,9,224.481987
9.0,9,224.506987
9.0,9,224.530987
10.0,10,224.558987
8.0,8,224.580989
11.0,11,224.610989
9.0,9,224.635987
10.0,10,224.663987
11.0,11,224.694987
9.0,9,224.720989
10.0,10,224.748987
10.0,10,224.775987
9.0,9,224.801987
9.0,9,224.827987
9.0,9,224.881987
10.0,10,224.908986
9.0,9,224.933987
10.0,10,224.960988
8.0,8,224.983988
9.0,9,225.007987
9.0,9,225.033987
10.0,10,225.060988
9.0,9,225.086987
10.0,10,225.117987
10.0,10,225.145987
10.0,10,225.171987
10.0,10,225.198987
10.0,10,225.225987
10.0,10,225.253988
10.0,10,225.280988
9.0,9,225.306986
10.0,10,225.334987
9.0,9,225.358987
10.0,10,225.386987
8.0,8,225.408987
10.0,10,225.435989
9.0,9,225.461987
9.0,9,225.485987
8.0,8,225.510987
10.0,10,225.537989
10.0,10,225.566987
9.0,9,225.592987
9.0,9,225.616988
10.0,10,225.643987
9.0,9,225.668986
8.0,8,225.690989
10.0,10,225.718987
9.0,9,225.743988
9.0,9,225.768987
10.0,10,225.794987
9.0,9,225.818987
9.0,9,225.843987
11.0,11,225.873987
10.0,10,225.902988
8.0,8,225.925987
10.0,10,225.953987
9.0,9,225.977987
10.0,10,226.004987
9.0,9,226.029987
10.0,10,226.055987
10.0,10,226.081987
8.0,8,226.104987
11.0,11,226.134987
9.0,9,226.161987
9.0,9,226.186986
9.0,9,226.210988
10.0,10,226.236987
10.0,10,226.263987
9.0,9,226.288987
9.0,9,226.313989
10.0,10,226.340988
10.0,10,226.371988
9.0,9,226.397986
9.0,9,226.422986
9.0,9,226.446987
9.0,9,226.470987
10.0,10,226.498987
9.0,9,226.522987
10.0,10,226.550987
10.0,10,226.578987
8.0,8,226.601987
10.0,10,226.629987
10.0,10,226.656987
8.0,8,226.678989
9.0,9,226.702986
10.0,10,226.729987
8.0,8,226.750988
9.0,9,226.773988
9.0,9,226.799987
9.0,9,226.824987
10.0,10,226.851987
9.0,9,226.876987
8.0,8,226.897987
9.0,9,226.922987
10.0,10,226.949987
9.0,9,226.973987
8.0,8,226.994987
9.0,9,227.019987
8.0,8,227.041987
8.0,8,227.064986
8.0,8,227.087988
9.0,9,227.112987
10.0,10,227.139987
8.0,8,227.161988
11.0,11,227.190988
10.0,10,227.217987
9.0,9,227.242987
8.0,8,227.264987
9.0,9,227.290988
8.0,8,227.312987
10.0,10,227.340988
10.0,10,227.368986
10.0,10,227.394987
9.0,9,227.419987
9.0,9,227.443987
9.0,9,227.468987
9.0,9,227.494987
10.0,10,227.521987
10.0,10,227.549987
9.0,9,227.573989
10.0,10,227.600989
10.0,10,227.650988
11.0,11,227.681987
9.0,9,227.707987
9.0,9,227.731987
8.0,8,227.754987
9.0,9,227.781988
9.0,9,227.807986
9.0,9,227.831987
9.0,9,227.856987
9.0,9,227.880989
9.0,9,227.906986
9.0,9,227.932987
9.0,9,227.957987
9.0,9,227.985987
9.0,9,228.010987
9.0,9,228.035987
8.0,8,228.056987
9.0,9,228.082987
9.0,9,228.107989
9.0,9,228.132988
9.0,9,228.158988
10.0,10,228.186988
8.0,8,228.209987
8.0,8,228.231987
9.0,9,228.256987
9.0,9,228.28199
10.0,10,228.308989
9.0,9,228.334987
8.0,8,228.357987
9.0,9,228.382987
10.0,10,228.410987
10.0,10,228.437989
10.0,10,228.465987
10.0,10,228.492987
9.0,9,228.515987
8.0,8,228.538987
9.0,9,228.562987
10.0,10,228.590988
8.0,8,228.612988
9.0,9,228.637987
10.0,10,228.663987
10.0,10,228.691987
9.0,9,228.716988
9.0,9,228.741987
10.0,10,228.768987
10.0,10,228.796988
9.0,9,228.821987
9.0,9,228.846987
10.0,10,228.873987
10.0,10,228.899987
10.0,10,228.925987
9.0,9,228.949987
10.0,10,228.978987
10.0,10,229.006988
10.0,10,229.034986
10.0,10,229.062987
10.0,10,229.089987
10.0,10,229.118987
9.0,9,229.142987
10.0,10,229.169987
8.0,8,229.191987
9.0,9,229.215987
9.0,9,229.240989
9.0,9,229.266987
8.0,8,229.288987
8.0,8,229.310989
9.0,9,229.334986
9.0,9,229.359987
9.0,9,229.383987
10.0,10,229.410989
9.0,9,229.434987
10.0,10,229.463987
10.0,10,229.493987
9.0,9,229.518987
9.0,9,229.543987
9.0,9,229.568987
9.0,9,229.592988
8.0,8,229.614987
10.0,10,229.641988
8.0,8,229.663987
9.0,9,229.688987
9.0,9,229.713987
9.0,9,229.739987
10.0,10,229.766987
9.0,9,229.790987
10.0,10,229.817988
10.0,10,229.844987
10.0,10,229.871987
10.0,10,229.899987
9.0,9,229.924987
9.0,9,229.950988
8.0,8,229.972986
10.0,10,230.001987
9.0,9,230.025987
9.0,9,230.049987
10.0,10,230.076987
10.0,10,230.103987
10.0,10,230.13299
10.0,10,230.161988
9.0,9,230.185987
9.0,9,230.211987
9.0,9,230.235987
10.0,10,230.261988
9.0,9,230.285987
11.0,11,230.316987
10.0,10,230.345987
8.0,8,230.367987
9.0,9,230.392987
9.0,9,230.441987
9.0,9,230.466987
10.0,10,230.493987
10.0,10,230.520987
9.0,9,230.546987
10.0,10,230.574987
9.0,9,230.601988
9.0,9,230.628987
11.0,11,230.658986
10.0,10,230.685988
10.0,10,230.711987
10.0,10,230.737987
10.0,10,230.764987
10.0,10,230.791987
11.0,11,230.822987
9.0,9,230.849988
10.0,10,230.882989
10.0,10,230.910988
8.0,8,230.932986
9.0,9,230.957987
10.0,10,230.984988
10.0,10,231.011987
10.0,10,231.037987
10.0,10,231.064987
8.0,8,231.086987
10.0,10,231.112988
10.0,10,231.139987
10.0,10,231.166987
8.0,8,231.187988
9.0,9,231.212986
9.0,9,231.236986
10.0,10,231.263987
8.0,8,231.284988
10.0,10,231.311987
9.0,9,231.336987
10.0,10,231.36399
10.0,10,231.390987
10.0,10,231.419986
8.0,8,231.441988
9.0,9,231.467987
9.0,9,231.491987
9.0,9,231.516987
10.0,10,231.544987
8.0,8,231.566988
9.0,9,231.591987
10.0,10,231.618988
9.0,9,231.642987
8.0,8,231.664986
10.0,10,231.691987
10.0,10,231.719987
9.0,9,231.743987
9.0,9,231.767987
9.0,9,231.790989
9.0,9,231.814987
9.0,9,231.839987
8.0,8,231.862988
9.0,9,231.887987
9.0,9,231.912987
9.0,9,231.936987
10.0,10,231.964987
9.0,9,231.988987
9.0,9,232.012987
9.0,9,232.036987
10.0,10,232.063988
9.0,9,232.089987
10.0,10,232.118987
9.0,9,232.143987
10.0,10,232.170987
8.0,8,232.192987
10.0,10,232.219987
10.0,10,232.245987
9.0,9,232.269987
10.0,10,232.297987
8.0,8,232.320989
9.0,9,232.345987
10.0,10,232.374988
11.0,11,232.404987
10.0,10,232.430988
10.0,10,232.457987
10.0,10,232.484987
9.0,9,232.509987
10.0,10,232.536986
9.0,9,232.562987
11.0,11,232.592987
10.0,10,232.620989
9.0,9,232.645987
10.0,10,232.671987
9.0,9,232.696988
10.0,10,232.723988
10.0,10,232.750988
10.0,10,232.778988
10.0,10,232.805987
8.0,8,232.829987
10.0,10,232.856988
10.0,10,232.884987
10.0,10,232.911987
10.0,10,232.937986
9.0,9,232.961987
9.0,9,232.985987
10.0,10,233.013987
9.0,9,233.038987
9.0,9,233.064987
8.0,8,233.087987
10.0,10,233.114987
9.0,9,233.138988
9.0,9,233.163987
9.0,9,233.210988
11.0,11,233.240988
11.0,11,233.270989
10.0,10,233.298988
9.0,9,233.323987
9.0,9,233.348988
9.0,9,233.373988
10.0,10,233.399987
8.0,8,233.422987
10.0,10,233.449987
10.0,10,233.476986
10.0,10,233.505988
9.0,9,233.530989
9.0,9,233.555986
8.0,8,233.576987
10.0,10,233.604987
9.0,9,233.627987
8.0,8,233.649987
9.0,9,233.674987
8.0,8,233.695987
10.0,10,233.722987
10.0,10,233.752987
9.0,9,233.777987
10.0,10,233.804988
10.0,10,233.831987
9.0,9,233.856987
10.0,10,233.883986
9.0,9,233.907986
9.0,9,233.932988
9.0,9,233.958987
9.0,9,233.984986
9.0,9,234.009987
10.0,10,234.036987
9.0,9,234.062987
10.0,10,234.088986
9.0,9,234.112987
9.0,9,234.137987
9.0,9,234.163988
10.0,10,234.192987
10.0,10,234.219987
10.0,10,234.246987
9.0,9,234.271987
10.0,10,234.298987
8.0,8,234.320988
9.0,9,234.345988
8.0,8,234.367987
10.0,10,234.394987
9.0,9,234.419987
10.0,10,234.447987
10.0,10,234.474987
10.0,10,234.500989
9.0,9,234.524987
10.0,10,234.551989
9.0,9,234.576987
11.0,11,234.607987
10.0,10,234.637987
9.0,9,234.663989
8.0,8,234.685988
9.0,9,234.711987
10.0,10,234.738987
9.0,9,234.76399
10.0,10,234.791988
9.0,9,234.817987
9.0,9,234.843987
9.0,9,234.870989
9.0,9,234.895987
10.0,10,234.923987
10.0,10,234.949987
9.0,9,234.974987
9.0,9,234.998987
9.0,9,235.023987
8.0,8,235.046987
10.0,10,235.074988
9.0,9,235.100989
9.0,9,235.124987
9.0,9,235.148988
9.0,9,235.173987
9.0,9,235.197987
10.0,10,235.226987
8.0,8,235.248988
9.0,9,235.273987
9.0,9,235.298987
9.0,9,235.323987
10.0,10,235.350988
8.0,8,235.371987
11.0,11,235.401987
8.0,8,235.423987
9.0,9,235.448987
8.0,8,235.471987
9.0,9,235.496987
9.0,9,235.522986
10.0,10,235.549989
10.0,10,235.575987
9.0,9,235.60099
8.0,8,235.622987
9.0,9,235.648988
8.0,8,235.674989
10.0,10,235.702986
10.0,10,235.730989
10.0,10,235.756987
10.0,10,235.783987
9.0,9,235.806986
10.0,10,235.833989
10.0,10,235.860988
9.0,9,235.884986
9.0,9,235.909987
8.0,8,235.933987
9.0,9,235.957986
10.0,10,236.008988
9.0,9,236.032986
9.0,9,236.055986
9.0,9,236.079987
10.0,10,236.107987
10.0,10,236.134987
10.0,10,236.162987
9.0,9,236.185986
10.0,10,236.211987
9.0,9,236.235987
9.0,9,236.260989
10.0,10,236.286986
10.0,10,236.313986
10.0,10,236.341987
9.0,9,236.366987
9.0,9,236.392988
9.0,9,236.417987
10.0,10,236.444986
9.0,9,236.468987
10.0,10,236.495989
10.0,10,236.525989
9.0,9,236.549987
11.0,11,236.579988
10.0,10,236.607987
10.0,10,236.635987
10.0,10,236.662986
10.0,10,236.689986
9.0,9,236.714987
8.0,8,236.735989
11.0,11,236.766986
9.0,9,236.792988
9.0,9,236.816987
10.0,10,236.843987
8.0,8,236.865987
8.0,8,236.887987
9.0,9,236.912988
10.0,10,236.939987
9.0,9,236.965988
10.0,10,236.993988
9.0,9,237.019986
8.0,8,237.041987
10.0,10,237.068987
9.0,9,237.093987
9.0,9,237.116987
8.0,8,237.139987
8.0,8,237.162986
9.0,9,237.188987
10.0,10,237.217988
10.0,10,237.244989
9.0,9,237.268988
9.0,9,237.293989
8.0,8,237.315986
9.0,9,237.34099
9.0,9,237.364988
9.0,9,237.388989
8.0,8,237.412987
9.0,9,237.437988
10.0,10,237.463987
8.0,8,237.485986
9.0,9,237.508986
9.0,9,237.533986
9.0,9,237.557987
9.0,9,237.581987
10.0,10,237.608986
10.0,10,237.635987
10.0,10,237.663987
10.0,10,237.689988
10.0,10,237.715986
9.0,9,237.739986
11.0,11,237.768987
10.0,10,237.795986
10.0,10,237.822987
8.0,8,237.843987
9.0,9,237.868987
10.0,10,237.895987
9.0,9,237.920991
9.0,9,237.94599
10.0,10,237.972987
9.0,9,237.997987
8.0,8,238.019986
8.0,8,238.041988
10.0,10,238.069987
10.0,10,238.097986
8.0,8,238.119987
10.0,10,238.14599
10.0,10,238.173987
9.0,9,238.198988
10.0,10,238.225986
9.0,9,238.249987
10.0,10,238.276987
10.0,10,238.304986
10.0,10,238.330987
9.0,9,238.354987
10.0,10,238.381987
8.0,8,238.402987
8.0,8,238.424987
9.0,9,238.449986
10.0,10,238.476986
9.0,9,238.501988
9.0,9,238.525987
9.0,9,238.550989
9.0,9,238.573987
8.0,8,238.594987
10.0,10,238.620989
9.0,9,238.644987
8.0,8,238.667986
10.0,10,238.695987
8.0,8,238.740988
8.0,8,238.761987
9.0,9,238.785987
10.0,10,238.811987
8.0,8,238.834987
10.0,10,238.860989
9.0,9,238.885987
10.0,10,238.911988
9.0,9,238.936987
9.0,9,238.960989
10.0,10,238.987987
10.0,10,239.013987
10.0,10,239.040988
10.0,10,239.067987
8.0,8,239.090987
8.0,8,239.112988
9.0,9,239.137987
11.0,11,239.167988
9.0,9,239.192986
10.0,10,239.219987
9.0,9,239.243988
10.0,10,239.269987
10.0,10,239.296989
9.0,9,239.321987
10.0,10,239.350989
8.0,8,239.372989
8.0,8,239.394987
9.0,9,239.420988
9.0,9,239.445986
9.0,9,239.469987
8.0,8,239.490989
9.0,9,239.515987
10.0,10,239.543987
9.0,9,239.568987
10.0,10,239.595987
8.0,8,239.618989
9.0,9,239.642988
9.0,9,239.667986
11.0,11,239.697987
9.0,9,239.721987
10.0,10,239.748986
10.0,10,239.776986
9.0,9,239.802987
10.0,10,239.830989
9.0,9,239.855987
10.0,10,239.882986
10.0,10,239.908987
10.0,10,239.935987
9.0,9,239.960989
10.0,10,239.988986
9.0,9,240.016987
8.0,8,240.038987
10.0,10,240.064986
9.0,9,240.089987
9.0,9,240.113987
10.0,10,240.139987
10.0,10,240.165986
9.0,9,240.189987
10.0,10,240.218987
