#{"t_start": 1695644104.102744, "env_id": "CartPole-v1"}
r,l,t 
9.0,9,166.869354
8.0,8,166.890356
10.0,10,166.920355
9.0,9,166.945355
10.0,10,166.972355
9.0,9,166.997354
9.0,9,167.021356
10.0,10,167.048355
9.0,9,167.072356
9.0,9,167.096354
10.0,10,167.123355
10.0,10,167.150357
10.0,10,167.178356
9.0,9,167.203356
9.0,9,167.231356
10.0,10,167.263355
8.0,8,167.285354
9.0,9,167.311357
10.0,10,167.338355
10.0,10,167.365355
10.0,10,167.392355
8.0,8,167.413355
10.0,10,167.441357
10.0,10,167.467355
9.0,9,167.492357
9.0,9,167.516356
9.0,9,167.541356
8.0,8,167.565357
9.0,9,167.590355
9.0,9,167.615355
9.0,9,167.640355
9.0,9,167.666356
10.0,10,167.695356
10.0,10,167.723356
8.0,8,167.747356
9.0,9,167.772355
9.0,9,167.796355
11.0,11,167.826355
10.0,10,167.853355
10.0,10,167.884355
9.0,9,167.910356
10.0,10,167.937355
10.0,10,167.965355
10.0,10,167.992357
10.0,10,168.020355
9.0,9,168.045356
10.0,10,168.072356
10.0,10,168.100355
10.0,10,168.128355
11.0,11,168.158355
9.0,9,168.181357
10.0,10,168.207355
9.0,9,168.232355
8.0,8,168.253355
10.0,10,168.280355
9.0,9,168.305355
8.0,8,168.328356
9.0,9,168.355355
10.0,10,168.382358
10.0,10,168.410357
10.0,10,168.437356
9.0,9,168.461356
10.0,10,168.490356
10.0,10,168.518355
9.0,9,168.545355
10.0,10,168.574355
10.0,10,168.602355
9.0,9,168.628357
8.0,8,168.651357
10.0,10,168.678356
8.0,8,168.699355
8.0,8,168.721357
9.0,9,168.747355
10.0,10,168.775356
10.0,10,168.803355
10.0,10,168.830355
8.0,8,168.851356
10.0,10,168.879356
10.0,10,168.905355
10.0,10,168.932356
8.0,8,168.953354
9.0,9,168.978355
10.0,10,169.006355
9.0,9,169.030356
9.0,9,169.054354
9.0,9,169.079355
10.0,10,169.105355
9.0,9,169.130355
9.0,9,169.155355
10.0,10,169.182355
9.0,9,169.207355
10.0,10,169.260355
10.0,10,169.287355
10.0,10,169.314355
9.0,9,169.338355
10.0,10,169.365355
10.0,10,169.393356
9.0,9,169.420355
9.0,9,169.446356
10.0,10,169.474355
9.0,9,169.498355
9.0,9,169.523355
10.0,10,169.550355
8.0,8,169.571357
10.0,10,169.598355
10.0,10,169.625355
10.0,10,169.652354
10.0,10,169.681357
9.0,9,169.705355
9.0,9,169.729355
10.0,10,169.756354
8.0,8,169.777355
9.0,9,169.803355
11.0,11,169.833355
8.0,8,169.860356
10.0,10,169.890355
9.0,9,169.917355
10.0,10,169.945357
8.0,8,169.967355
8.0,8,169.988355
11.0,11,170.017354
11.0,11,170.047355
11.0,11,170.078355
10.0,10,170.105356
9.0,9,170.130356
8.0,8,170.153355
9.0,9,170.178355
9.0,9,170.204355
8.0,8,170.226356
11.0,11,170.256355
10.0,10,170.285356
10.0,10,170.314355
10.0,10,170.344356
9.0,9,170.369355
10.0,10,170.400354
8.0,8,170.430357
10.0,10,170.458354
10.0,10,170.486356
8.0,8,170.508355
10.0,10,170.535355
10.0,10,170.562355
8.0,8,170.585355
9.0,9,170.609355
11.0,11,170.639354
9.0,9,170.663355
10.0,10,170.689354
9.0,9,170.713355
10.0,10,170.741357
9.0,9,170.766355
10.0,10,170.794355
10.0,10,170.821357
9.0,9,170.845355
8.0,8,170.867355
10.0,10,170.894355
10.0,10,170.920355
9.0,9,170.944356
8.0,8,170.967355
8.0,8,170.991357
8.0,8,171.014355
10.0,10,171.042356
10.0,10,171.069355
10.0,10,171.096357
9.0,9,171.122356
9.0,9,171.146354
11.0,11,171.175355
8.0,8,171.197356
10.0,10,171.225355
9.0,9,171.251355
10.0,10,171.280357
8.0,8,171.304355
9.0,9,171.328355
8.0,8,171.350356
9.0,9,171.374355
9.0,9,171.399355
10.0,10,171.426354
9.0,9,171.450355
9.0,9,171.475355
9.0,9,171.500355
10.0,10,171.526355
8.0,8,171.548355
9.0,9,171.571355
10.0,10,171.598355
9.0,9,171.623355
9.0,9,171.648357
9.0,9,171.673356
9.0,9,171.697355
9.0,9,171.722356
9.0,9,171.747355
9.0,9,171.772356
9.0,9,171.796355
10.0,10,171.823355
10.0,10,171.850357
8.0,8,171.873355
9.0,9,171.898355
10.0,10,171.925355
10.0,10,171.952355
9.0,9,171.976355
8.0,8,171.998354
8.0,8,172.043357
9.0,9,172.066355
8.0,8,172.088355
9.0,9,172.113355
10.0,10,172.142356
9.0,9,172.166355
10.0,10,172.193356
9.0,9,172.221357
11.0,11,172.254354
9.0,9,172.281356
9.0,9,172.308358
9.0,9,172.335356
9.0,9,172.362355
10.0,10,172.392355
10.0,10,172.422355
9.0,9,172.446355
9.0,9,172.472355
8.0,8,172.494355
10.0,10,172.522355
10.0,10,172.551357
9.0,9,172.576355
10.0,10,172.606355
10.0,10,172.634356
9.0,9,172.659355
10.0,10,172.688355
10.0,10,172.715355
11.0,11,172.745355
9.0,9,172.771356
9.0,9,172.796354
11.0,11,172.827355
10.0,10,172.853355
9.0,9,172.877355
8.0,8,172.899355
10.0,10,172.926357
9.0,9,172.950355
10.0,10,172.977355
9.0,9,173.002355
9.0,9,173.027355
10.0,10,173.055354
10.0,10,173.082356
9.0,9,173.106355
8.0,8,173.127355
10.0,10,173.154355
10.0,10,173.181357
10.0,10,173.209355
10.0,10,173.237355
10.0,10,173.265355
8.0,8,173.286355
9.0,9,173.312356
9.0,9,173.337354
10.0,10,173.364355
11.0,11,173.393354
9.0,9,173.417355
9.0,9,173.441356
10.0,10,173.469355
9.0,9,173.493355
10.0,10,173.522355
10.0,10,173.551356
9.0,9,173.575356
9.0,9,173.602355
9.0,9,173.628356
8.0,8,173.651356
10.0,10,173.680356
9.0,9,173.707355
9.0,9,173.733356
8.0,8,173.755355
9.0,9,173.780356
11.0,11,173.811357
10.0,10,173.838355
10.0,10,173.865355
10.0,10,173.892356
9.0,9,173.917355
9.0,9,173.942356
10.0,10,173.968355
10.0,10,173.995355
10.0,10,174.022356
9.0,9,174.047355
8.0,8,174.070356
10.0,10,174.098356
10.0,10,174.130357
10.0,10,174.160357
9.0,9,174.187356
11.0,11,174.220356
10.0,10,174.249356
8.0,8,174.273356
10.0,10,174.303355
10.0,10,174.333356
9.0,9,174.358355
10.0,10,174.386355
9.0,9,174.411355
9.0,9,174.436354
8.0,8,174.458355
9.0,9,174.483356
8.0,8,174.504355
8.0,8,174.526356
10.0,10,174.553355
10.0,10,174.580355
9.0,9,174.605355
10.0,10,174.634355
9.0,9,174.660355
10.0,10,174.688355
9.0,9,174.712355
9.0,9,174.736355
9.0,9,174.759356
8.0,8,174.782356
8.0,8,174.808355
10.0,10,174.836355
9.0,9,174.885355
9.0,9,174.910355
10.0,10,174.940356
9.0,9,174.96736
10.0,10,174.999357
9.0,9,175.028355
10.0,10,175.059357
9.0,9,175.089356
9.0,9,175.116356
10.0,10,175.146355
9.0,9,175.174355
9.0,9,175.203355
10.0,10,175.234355
9.0,9,175.260355
11.0,11,175.291357
10.0,10,175.319356
9.0,9,175.343355
9.0,9,175.370356
9.0,9,175.397356
10.0,10,175.426355
10.0,10,175.454356
9.0,9,175.481356
8.0,8,175.505355
9.0,9,175.531356
9.0,9,175.556355
10.0,10,175.584355
11.0,11,175.613354
8.0,8,175.636355
10.0,10,175.662357
8.0,8,175.686356
9.0,9,175.712354
10.0,10,175.741356
10.0,10,175.771356
10.0,10,175.800356
10.0,10,175.827356
10.0,10,175.854354
9.0,9,175.879354
9.0,9,175.904355
9.0,9,175.929355
10.0,10,175.957355
10.0,10,175.984356
10.0,10,176.011355
9.0,9,176.037355
8.0,8,176.059355
9.0,9,176.084355
8.0,8,176.106356
10.0,10,176.134357
10.0,10,176.163356
11.0,11,176.195356
10.0,10,176.225356
10.0,10,176.254356
10.0,10,176.282356
10.0,10,176.311355
10.0,10,176.340355
10.0,10,176.371355
9.0,9,176.40036
10.0,10,176.428358
9.0,9,176.455358
10.0,10,176.484355
8.0,8,176.506355
9.0,9,176.531355
10.0,10,176.558355
10.0,10,176.586355
11.0,11,176.616355
9.0,9,176.64136
10.0,10,176.671356
10.0,10,176.699358
10.0,10,176.729357
10.0,10,176.756354
10.0,10,176.784355
9.0,9,176.809355
9.0,9,176.834355
10.0,10,176.863355
9.0,9,176.889357
9.0,9,176.915355
8.0,8,176.937356
9.0,9,176.962356
9.0,9,176.987355
9.0,9,177.012356
10.0,10,177.038355
9.0,9,177.062358
10.0,10,177.090356
9.0,9,177.117357
10.0,10,177.145355
10.0,10,177.172355
9.0,9,177.198355
10.0,10,177.226355
10.0,10,177.253354
8.0,8,177.275354
8.0,8,177.296354
9.0,9,177.322355
8.0,8,177.344355
10.0,10,177.373355
9.0,9,177.399354
8.0,8,177.421357
9.0,9,177.445356
10.0,10,177.471355
10.0,10,177.498357
9.0,9,177.521356
9.0,9,177.545355
10.0,10,177.572356
9.0,9,177.596355
8.0,8,177.619355
9.0,9,177.643355
10.0,10,177.669354
10.0,10,177.696355
10.0,10,177.746355
10.0,10,177.773355
9.0,9,177.797354
9.0,9,177.821357
10.0,10,177.848355
8.0,8,177.869354
8.0,8,177.891355
9.0,9,177.915355
10.0,10,177.941357
10.0,10,177.967355
9.0,9,177.991356
9.0,9,178.015355
11.0,11,178.045355
10.0,10,178.072355
9.0,9,178.096355
10.0,10,178.122355
9.0,9,178.147354
10.0,10,178.173355
10.0,10,178.200355
9.0,9,178.224354
9.0,9,178.248355
9.0,9,178.275354
8.0,8,178.298357
10.0,10,178.326355
9.0,9,178.350358
8.0,8,178.372355
9.0,9,178.396355
8.0,8,178.418357
9.0,9,178.443357
10.0,10,178.470355
10.0,10,178.497355
8.0,8,178.521356
9.0,9,178.549355
9.0,9,178.574355
10.0,10,178.600358
9.0,9,178.624355
9.0,9,178.648356
10.0,10,178.674355
10.0,10,178.700355
10.0,10,178.727355
10.0,10,178.754355
10.0,10,178.783355
8.0,8,178.805356
10.0,10,178.831356
8.0,8,178.852355
8.0,8,178.873354
9.0,9,178.897355
10.0,10,178.924355
10.0,10,178.950355
10.0,10,178.977355
9.0,9,179.001357
10.0,10,179.028357
10.0,10,179.054355
9.0,9,179.078355
8.0,8,179.099355
10.0,10,179.126355
10.0,10,179.154355
9.0,9,179.178355
10.0,10,179.205355
10.0,10,179.235356
9.0,9,179.260356
10.0,10,179.287354
8.0,8,179.308354
9.0,9,179.332355
9.0,9,179.356354
8.0,8,179.377357
9.0,9,179.402355
9.0,9,179.427355
9.0,9,179.451357
8.0,8,179.473356
9.0,9,179.497354
10.0,10,179.525355
10.0,10,179.552356
9.0,9,179.577354
9.0,9,179.602355
10.0,10,179.629354
9.0,9,179.654355
9.0,9,179.680355
10.0,10,179.708356
9.0,9,179.732355
10.0,10,179.758355
8.0,8,179.781357
8.0,8,179.803357
9.0,9,179.828355
9.0,9,179.853356
10.0,10,179.881356
10.0,10,179.909355
9.0,9,179.934355
9.0,9,179.958356
9.0,9,179.982355
10.0,10,180.008356
9.0,9,180.034354
10.0,10,180.063356
9.0,9,180.091357
9.0,9,180.116355
8.0,8,180.138355
9.0,9,180.162355
9.0,9,180.186355
9.0,9,180.210355
9.0,9,180.233357
10.0,10,180.260355
10.0,10,180.287355
9.0,9,180.312356
10.0,10,180.339355
8.0,8,180.362355
9.0,9,180.385355
9.0,9,180.410356
8.0,8,180.431355
10.0,10,180.500357
9.0,9,180.526355
9.0,9,180.551357
9.0,9,180.576355
10.0,10,180.603354
10.0,10,180.630355
9.0,9,180.654355
9.0,9,180.679355
11.0,11,180.710355
9.0,9,180.735355
10.0,10,180.764357
9.0,9,180.790355
9.0,9,180.814355
10.0,10,180.842355
9.0,9,180.867355
8.0,8,180.888355
9.0,9,180.912355
9.0,9,180.936355
8.0,8,180.959355
10.0,10,180.987355
10.0,10,181.014355
10.0,10,181.042355
9.0,9,181.066355
10.0,10,181.094355
10.0,10,181.120355
8.0,8,181.142355
9.0,9,181.167355
8.0,8,181.189355
9.0,9,181.214356
9.0,9,181.240355
9.0,9,181.266355
8.0,8,181.288355
10.0,10,181.315355
8.0,8,181.338357
10.0,10,181.364355
10.0,10,181.391356
8.0,8,181.413355
9.0,9,181.439355
9.0,9,181.464355
8.0,8,181.486355
10.0,10,181.513356
9.0,9,181.537358
10.0,10,181.565358
9.0,9,181.590355
8.0,8,181.612355
9.0,9,181.637355
9.0,9,181.663355
10.0,10,181.691356
10.0,10,181.721358
9.0,9,181.746355
10.0,10,181.775355
9.0,9,181.79936
9.0,9,181.824355
10.0,10,181.852358
10.0,10,181.881356
10.0,10,181.909355
10.0,10,181.937355
9.0,9,181.961357
9.0,9,181.986355
10.0,10,182.013355
10.0,10,182.039355
10.0,10,182.066355
10.0,10,182.093355
9.0,9,182.118356
10.0,10,182.146355
10.0,10,182.175355
10.0,10,182.202355
9.0,9,182.227356
9.0,9,182.252355
9.0,9,182.276355
10.0,10,182.302355
9.0,9,182.327355
9.0,9,182.351356
9.0,9,182.378355
9.0,9,182.403356
9.0,9,182.430355
9.0,9,182.455355
9.0,9,182.478355
9.0,9,182.504355
10.0,10,182.531356
10.0,10,182.557355
9.0,9,182.582355
10.0,10,182.610358
10.0,10,182.639357
10.0,10,182.667355
10.0,10,182.694355
10.0,10,182.721356
8.0,8,182.743356
11.0,11,182.773355
9.0,9,182.796355
10.0,10,182.824356
9.0,9,182.849355
10.0,10,182.876356
8.0,8,182.899355
8.0,8,182.921358
10.0,10,182.948355
9.0,9,182.973355
10.0,10,182.999356
10.0,10,183.027355
9.0,9,183.051357
9.0,9,183.076355
9.0,9,183.101357
10.0,10,183.128355
9.0,9,183.153355
8.0,8,183.175355
10.0,10,183.202355
8.0,8,183.223355
8.0,8,183.270355
9.0,9,183.297355
9.0,9,183.321356
9.0,9,183.346355
9.0,9,183.370356
9.0,9,183.394355
10.0,10,183.422356
9.0,9,183.446354
10.0,10,183.473355
9.0,9,183.498355
10.0,10,183.526356
9.0,9,183.552355
9.0,9,183.577355
9.0,9,183.602355
9.0,9,183.626355
9.0,9,183.650355
10.0,10,183.678355
9.0,9,183.701356
10.0,10,183.728355
9.0,9,183.754355
9.0,9,183.779356
10.0,10,183.807355
8.0,8,183.828355
9.0,9,183.852356
9.0,9,183.876355
9.0,9,183.900357
9.0,9,183.925355
9.0,9,183.949355
10.0,10,183.978355
9.0,9,184.003355
10.0,10,184.032355
10.0,10,184.060355
10.0,10,184.089355
10.0,10,184.116355
10.0,10,184.143355
9.0,9,184.167355
9.0,9,184.191357
10.0,10,184.220356
10.0,10,184.248355
9.0,9,184.272355
9.0,9,184.296355
9.0,9,184.322355
10.0,10,184.348355
10.0,10,184.376355
10.0,10,184.402355
9.0,9,184.427355
9.0,9,184.452355
9.0,9,184.477355
9.0,9,184.502355
9.0,9,184.526356
10.0,10,184.553355
9.0,9,184.577355
9.0,9,184.601356
8.0,8,184.623355
8.0,8,184.645355
10.0,10,184.672356
10.0,10,184.700356
9.0,9,184.725355
9.0,9,184.749355
10.0,10,184.775355
10.0,10,184.801356
10.0,10,184.828355
9.0,9,184.852355
9.0,9,184.879355
10.0,10,184.908356
9.0,9,184.933355
10.0,10,184.962355
10.0,10,184.989355
10.0,10,185.017356
10.0,10,185.044355
10.0,10,185.071356
9.0,9,185.097357
10.0,10,185.131355
9.0,9,185.157355
10.0,10,185.185355
10.0,10,185.212355
10.0,10,185.239357
9.0,9,185.263355
10.0,10,185.289355
8.0,8,185.311357
10.0,10,185.337355
8.0,8,185.360355
9.0,9,185.385355
10.0,10,185.412355
10.0,10,185.438355
9.0,9,185.462355
10.0,10,185.488355
9.0,9,185.512355
9.0,9,185.536355
9.0,9,185.560355
9.0,9,185.584355
9.0,9,185.610356
9.0,9,185.635357
9.0,9,185.659355
9.0,9,185.683357
8.0,8,185.704355
9.0,9,185.729356
9.0,9,185.753354
8.0,8,185.773355
10.0,10,185.800355
9.0,9,185.825355
10.0,10,185.853354
9.0,9,185.878355
10.0,10,185.904355
9.0,9,185.928355
10.0,10,185.954355
8.0,8,185.977355
10.0,10,186.027354
8.0,8,186.049356
10.0,10,186.076355
10.0,10,186.102355
10.0,10,186.130355
10.0,10,186.156355
9.0,9,186.180355
9.0,9,186.204355
10.0,10,186.230355
9.0,9,186.255356
10.0,10,186.282356
8.0,8,186.303355
9.0,9,186.327354
9.0,9,186.352356
10.0,10,186.379354
10.0,10,186.405355
8.0,8,186.427355
10.0,10,186.453355
9.0,9,186.477355
8.0,8,186.499355
9.0,9,186.524355
9.0,9,186.549355
10.0,10,186.575355
9.0,9,186.599355
10.0,10,186.626355
9.0,9,186.650355
9.0,9,186.673355
9.0,9,186.697355
10.0,10,186.724355
10.0,10,186.752354
10.0,10,186.779354
9.0,9,186.803355
11.0,11,186.832355
9.0,9,186.856355
10.0,10,186.882355
9.0,9,186.906355
11.0,11,186.935355
9.0,9,186.959355
10.0,10,186.987355
9.0,9,187.011357
9.0,9,187.035354
10.0,10,187.062356
9.0,9,187.086355
10.0,10,187.112356
10.0,10,187.140355
10.0,10,187.167354
9.0,9,187.191357
9.0,9,187.215355
11.0,11,187.245355
9.0,9,187.270355
9.0,9,187.293355
9.0,9,187.317354
10.0,10,187.343355
10.0,10,187.371356
10.0,10,187.398355
9.0,9,187.423355
10.0,10,187.450356
10.0,10,187.477355
9.0,9,187.501355
9.0,9,187.525355
9.0,9,187.549355
10.0,10,187.575354
8.0,8,187.597354
9.0,9,187.621357
9.0,9,187.646355
8.0,8,187.667355
8.0,8,187.689357
9.0,9,187.713355
8.0,8,187.734355
10.0,10,187.761356
8.0,8,187.783356
10.0,10,187.808354
9.0,9,187.832355
10.0,10,187.859355
9.0,9,187.884355
10.0,10,187.911358
10.0,10,187.938354
10.0,10,187.964356
10.0,10,187.990355
10.0,10,188.017355
8.0,8,188.038355
10.0,10,188.064355
10.0,10,188.091355
8.0,8,188.113355
9.0,9,188.137355
10.0,10,188.164355
9.0,9,188.189355
9.0,9,188.213355
9.0,9,188.237355
9.0,9,188.262356
8.0,8,188.284355
9.0,9,188.308354
9.0,9,188.333355
10.0,10,188.362355
10.0,10,188.391357
9.0,9,188.416356
10.0,10,188.444355
10.0,10,188.471357
8.0,8,188.492355
10.0,10,188.519355
9.0,9,188.543355
9.0,9,188.567356
9.0,9,188.591355
10.0,10,188.618355
9.0,9,188.644356
9.0,9,188.668355
10.0,10,188.694355
8.0,8,188.739357
10.0,10,188.765355
10.0,10,188.792355
9.0,9,188.816355
9.0,9,188.841357
8.0,8,188.863354
10.0,10,188.890355
9.0,9,188.915355
10.0,10,188.941357
10.0,10,188.968355
9.0,9,188.991357
9.0,9,189.015354
9.0,9,189.040355
9.0,9,189.064355
9.0,9,189.089355
11.0,11,189.119355
10.0,10,189.145355
10.0,10,189.172356
8.0,8,189.193355
10.0,10,189.219354
8.0,8,189.241355
8.0,8,189.262356
10.0,10,189.291356
9.0,9,189.316355
10.0,10,189.342354
9.0,9,189.366355
9.0,9,189.390356
9.0,9,189.414355
9.0,9,189.438355
8.0,8,189.459355
9.0,9,189.483356
8.0,8,189.505355
10.0,10,189.533355
9.0,9,189.557354
9.0,9,189.582356
9.0,9,189.605354
9.0,9,189.629355
9.0,9,189.653355
9.0,9,189.677355
9.0,9,189.700355
10.0,10,189.728355
9.0,9,189.753357
9.0,9,189.777354
10.0,10,189.804355
10.0,10,189.831357
10.0,10,189.857355
9.0,9,189.882356
8.0,8,189.904355
9.0,9,189.928355
9.0,9,189.952355
9.0,9,189.977355
10.0,10,190.004355
10.0,10,190.033355
10.0,10,190.060356
10.0,10,190.087355
11.0,11,190.116357
9.0,9,190.141356
10.0,10,190.170355
10.0,10,190.199354
10.0,10,190.226355
8.0,8,190.248355
10.0,10,190.274357
9.0,9,190.298355
9.0,9,190.322355
9.0,9,190.346355
8.0,8,190.368357
10.0,10,190.394355
10.0,10,190.422357
10.0,10,190.450356
10.0,10,190.477355
8.0,8,190.498354
9.0,9,190.521357
10.0,10,190.555356
10.0,10,190.588356
10.0,10,190.614355
11.0,11,190.644355
10.0,10,190.671358
9.0,9,190.696355
8.0,8,190.719354
10.0,10,190.745355
9.0,9,190.768355
10.0,10,190.795355
10.0,10,190.821357
10.0,10,190.847354
10.0,10,190.873355
9.0,9,190.898355
10.0,10,190.925354
9.0,9,190.949355
8.0,8,190.971355
9.0,9,190.994355
9.0,9,191.017356
11.0,11,191.046355
10.0,10,191.074355
8.0,8,191.095355
10.0,10,191.122355
10.0,10,191.149354
10.0,10,191.176356
9.0,9,191.201357
10.0,10,191.227355
10.0,10,191.254355
10.0,10,191.280355
9.0,9,191.304355
8.0,8,191.326355
10.0,10,191.354357
9.0,9,191.380357
9.0,9,191.409355
10.0,10,191.436355
10.0,10,191.489354
10.0,10,191.517356
9.0,9,191.542355
10.0,10,191.571357
9.0,9,191.598357
8.0,8,191.622355
10.0,10,191.650355
9.0,9,191.675354
9.0,9,191.699357
10.0,10,191.726355
10.0,10,191.755355
10.0,10,191.783359
9.0,9,191.810355
9.0,9,191.836354
10.0,10,191.863355
10.0,10,191.891357
11.0,11,191.920355
10.0,10,191.947355
10.0,10,191.975356
10.0,10,192.002357
10.0,10,192.030354
9.0,9,192.056355
10.0,10,192.083355
9.0,9,192.108354
10.0,10,192.136354
10.0,10,192.164355
9.0,9,192.189355
11.0,11,192.220355
8.0,8,192.243357
10.0,10,192.271355
10.0,10,192.299355
10.0,10,192.326355
10.0,10,192.354355
10.0,10,192.381356
8.0,8,192.403355
8.0,8,192.425354
10.0,10,192.452355
10.0,10,192.478355
10.0,10,192.505356
9.0,9,192.529354
9.0,9,192.554355
8.0,8,192.575354
9.0,9,192.599355
8.0,8,192.620355
9.0,9,192.644355
9.0,9,192.669354
